"path","signature","nickname","members","lettercontent","ip","user_agent","referrer","created_at"
"/pages/writeletters/","True","ting","Jaehan","jaehan 오빠 사랑해❤️😍😘","223.104.71.22","Mozilla/5.0 (Linux; Android 13; PFTM20 Build/TP1A.220905.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/103.0.5060.129 Mobile Safari/537.36 light/1.0 SP-engine/2.40.0 baiduboxapp/13.2.0.10 (Baidu; P1 13)","https://forxloveletters.com/pages/writeletters/","2023-04-21T11:28:09.693Z"
"/pages/writeletters/","True","ting","Jaehan","Hello！jaehan 오빠 버텨줘서 고마워요.당신을 알게 해줬어요.당신을 알게 되어 기쁩니다.수고하셨습니다.저는 앞으로 점점 더 좋아질 것이라고 믿습니다.제 번역이 맞았으면 좋겠네요.사랑해 
I am Chinese fans. Chinese fans love you😘😘😘","223.104.71.22","Mozilla/5.0 (Linux; Android 13; PFTM20 Build/TP1A.220905.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/103.0.5060.129 Mobile Safari/537.36 light/1.0 SP-engine/2.40.0 baiduboxapp/13.2.0.10 (Baidu; P1 13)","https://forxloveletters.com/pages/writeletters/","2023-04-21T11:16:57.539Z"
"/pages/writeletters/","True","yechan baby ","ALL","사랑해요 Yechan 
Omega X fighting!!! 
I love you forever ","118.232.70.2","Mozilla/5.0 (Linux; Android 11; CPH2197 Build/RKQ1.201217.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/111.0.5563.116 Mobile Safari/537.36 Weibo (OPPO-CPH2197__weibo__13.4.1__android__android11)","https://forxloveletters.com/pages/writeletters/?continueFlag=8abddaae50755723655dd7a87e5bc907","2023-04-21T10:39:35.691Z"
"/pages/writeletters/","True","LinEnEn","全部","Hello, OMEGX, My boys, I met you as a group through the drama of Ye Chan and Jae Han, I am very happy to meet you, I look forward to your return and new songs as soon as possible, I will always support you silently in China  .","42.3.76.104","Mozilla/5.0 (iPhone; CPU iPhone OS 16_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/112.0.5615.46 Mobile/15E148 Safari/604.1","https://forxloveletters.com/pages/writeletters/","2023-04-21T10:25:47.130Z"
"/pages/writeletters/","True","Yoyo","ALL","Hello! I am a For X from China. I am very happy to write to you!
To be frank, I never imagined that I would one day become a star follower, let alone fall in love with Kpop. After all, I could be described as a conservative person before I fell in love with you. I basically only listen to Chinese classical music. I like classical poetry, and rarely touch anything avant-garde.
But your appearance proves that, when you like a person, all the principles can be broken for him. I started playing your songs on loop. I fell in love with your dancing. I also began to try things I had never done before, and recieved a brand-new version of myself.
You have such magic that I'm convinced you will be a hit. Come on, For X will love you forever!","111.187.11.139","Mozilla/5.0 (iPad; CPU OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.34(0x18002233) NetType/WIFI Language/zh_CN","https://forxloveletters.com/pages/writeletters/","2023-04-21T09:55:27.062Z"
"/pages/writeletters/","True","RN","Jaehan","身為隊長的你，真的辛苦了
你做的很好，你真的非常棒，你知道嗎？

看著你跳舞，是世界上最開心的事了
你笑起來很可愛，藝燦也是
心情不好時我就會看看你們的照片，這會讓我變得有精神
很高興能在今年認識omega x
接下來的日子，我會一直支持你們的！
一定會越來越好，fighting！！！
［臺灣的粉絲愛你們🫶💚］

（google translate……）
캡틴으로서 정말 수고 많으셨습니다
아주 잘했어 당신은 정말 좋은, 당신은 그것을 알고 있습니까?

당신의 춤을 보는 것이 세상에서 가장 행복한 일입니다
당신은 너무 귀엽다 미소 예찬도
기분이 안 좋을 때 니 사진을 보면 기분이 상쾌해져
올해 만나서 반가워요 omega x 
앞으로의 날들, 나는 항상 너를 응원할게!
확실히 좋아질거야 fighting！！！
［대만 팬들은 당신을 사랑합니다🫶💚］","27.53.130.234","Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Weibo (iPhone14,6__weibo__12.5.2__iphone__os16.3.1)","https://forxloveletters.com/pages/writeletters/","2023-04-21T09:34:36.439Z"
"/pages/writeletters/","False","FOR X","ALL","Dear OX：
  당신들을 처음 만났을 때부터, 당신들을 아주 좋아합니다. 당신들은 정말 재미있고, 부르는 노래도 아주 듣기 좋습니다.너희들은 내가 쫓는 첫 번째 남자 그룹이다. 마치 동력을 찾은 것 같다. 너희들을 매우 좋아한다. 너희들의 귀환을 기대하고, 너희들이 언젠가 콘서트를 열 수 있기를 기대한다.꼭 힘내세요, 우리는 항상 당신들 뒤에 있어요, 우리 함께 우리의 꿈을 쫓으러 갑시다!파이팅!","39.172.3.170","Mozilla/5.0 (Linux; Android 12; WLZ-AN00 Build/HUAWEIWLZ-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/92.0.4515.105 Mobile Safari/537.36 Weibo (HUAWEI-WLZ-AN00__weibo__13.1.1__android__android12)","https://forxloveletters.com/pages/writeletters/?continueFlag=79ec4ba109228f7bf9a9eaf0860cde45","2023-04-21T09:20:01.994Z"
"/pages/writeletters/","True","Yoyo","Yechan","Hello, Yechanni! I am your Chinese fan. I wonder if you can see this letter?
 By coincidence, I went to watch your TV drama and was deeply hooked on you at once, and  then started to follow stars for the first time in my 20-year life.
Before knowing you, my life was muddled. Although I never seemed to encounter any major setbacks, and even was admired by others because of the admission to a top university, I still felt that I was incomplete and often fell into a sense of nothingness. And you and OX came along to fill that void. When I started to follow you, I began to feel that I was genuinely 'alive'.
It feels hypocritical to say this, but it's from my heart. I will be there for you all the way!","111.187.11.139","Mozilla/5.0 (iPad; CPU OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.34(0x18002233) NetType/WIFI Language/zh_CN","https://forxloveletters.com/pages/writeletters/","2023-04-21T09:17:58.704Z"
"/pages/writeletters/","True","RN","ALL","第一次追韓團，能遇見你們真的很幸運、很開心
我會一直陪著你們走下去，當你們累了就回頭看，for x永遠都在💚💚💚
加油！你們真的很棒！！！
LOVE YOU All：）


（google translate……..）
한국 그룹을 쫓는 건 처음인데 만나서 정말 행운이고 행복해요내가 항상 너와 함께 걸을게 지칠 땐 뒤를 돌아봐 X는 언제나 그 자리에 있을 테니까💚💚💚
어서 해봐요! 너희들은 정말 대단해!
LOVE YOU All：）","27.53.130.234","Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Weibo (iPhone14,6__weibo__12.5.2__iphone__os16.3.1)","https://forxloveletters.com/pages/writeletters/","2023-04-21T09:12:20.040Z"
"/pages/writeletters/","True","chen","Jaehan","You are the most graceful bearing of the boys I have ever met. ","202.111.163.150","Mozilla/5.0 (Linux; Android 11; V2046A Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/109.0.5414.117 Mobile Safari/537.36 Weibo (vivo-V2046A__weibo__13.4.2__android__android11)","https://forxloveletters.com/pages/writeletters/?continueFlag=ec9e97f2934163773765f21dcacc2d28","2023-04-21T08:32:43.058Z"
"/pages/writeletters/","True","Liiii","Jaehan","Brief is life, but love is long. Do what you want and stick to your ideals. I always have your back.fighting 💚💚💚by the way,your music is amazing and I am very very proud of you. I love you Jeahan 😚😚😚 내 눈에는 너밖에 안 보여！너는 내 처음이자 마지막 사랑이야！넌 알수록 좋아진다！😘🥰😘","202.111.163.150","Mozilla/5.0 (iPhone; CPU iPhone OS 16_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Weibo (iPhone14,5__weibo__13.4.2__iphone__os16.3)","https://forxloveletters.com/pages/writeletters/","2023-04-21T08:24:09.885Z"
"/pages/writeletters/","True","Liiiii","ALL","Dear my boys . I’m your For X from China .Since I sawed the drama that “a shoulder to cry on “.I have met your group OMEGA X.Although I haven’t known you for a long time,but I think your stage and music are very charming and infectious. I hope that in the future, you will be able to go on a bigger stage and become a better version of yourself. Please stick to your dreams, we will always be your most solid support and always accompany you. Of course, no matter what choice you make, being happy and healthy is the most important thing. We look forward to seeing you in China.Ｉlove You 💚💚💚我爱你们🤟","202.111.163.150","Mozilla/5.0 (iPhone; CPU iPhone OS 16_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Weibo (iPhone14,5__weibo__13.4.2__iphone__os16.3)","https://forxloveletters.com/pages/writeletters/","2023-04-21T07:57:19.415Z"
"/pages/writeletters/","True","Tirasusu","Jaehan","Jeahan na～Thank you for your persistence. Thank you for still trying to sing to us. I will be waiting for your next song.
                          我爱你！","113.111.6.6","Mozilla/5.0 (Linux; Android 10; CDY-AN90 Build/HUAWEICDY-AN90; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/88.0.4324.93 Mobile Safari/537.36 Weibo (HUAWEI-CDY-AN90__weibo__13.3.3__android__android10)","https://forxloveletters.com/pages/writeletters/","2023-04-21T07:51:32.747Z"
"/pages/writeletters/","True","LiuXuannn","ALL","欧人冲鸭！！！
快回归！妈妈给你们花钱！😇🥰","51.75.145.56","Mozilla/5.0 (Linux; Android 12; GLA-AL00 Build/HUAWEIGLA-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/92.0.4515.105 Mobile Safari/537.36 Weibo (HUAWEI-GLA-AL00__weibo__13.4.2__android__android12)","https://forxloveletters.com/pages/writeletters/?continueFlag=d58c5056d87f97743911beb4f50c1da4","2023-04-21T07:26:21.603Z"
"/pages/writeletters/","True","LiuXuannn","Jaehan","재한 na~
our treasure✨
15년부터 23년까지 수고하셨네요. (안아🥰)
당신의 끈기, 노력, 분투, 노력을 팬들은 모두 눈으로 보고 마음속에 기억하고 있다.우리는 항상 널 위해 응원할 거야, 용감하게 걸어!팬과 멤버들, 가족들에게 항상 신뢰받는 가장 착하고 아름다운 인물이야.❤
그리고..
자기야, 몸이 힘들 땐 꼭 쉬어줘!신체가 건강하고 정신이 좋아야만 더욱 많은 아름다운 가사와 음악을 창작할 수 있어. 네 말이 맞니?😉

언젠가는, 우리 꼭 만나게 될 거야!모두 가 건강을 무사히야~🤗

宰汉呐~
Wuli宝宝
从15年到23年，辛苦了呐。（抱抱）
你的坚持、努力、奋斗和付出，粉丝们都看在眼里，记在心中。我们会一直为你应援的，勇敢的走下去吧！你是一直被粉丝、团员和家人信任的最善良美好的人物呀。
还有呀~ 
宝贝，身体累了的时候，一定要休息呀！只有身体健康精神好，才能创作出更多美好的词和曲，你说 对吗？

终有一天，我们一定会见面的！大家都要平安健康呀~😘
","51.75.145.56","Mozilla/5.0 (Linux; Android 12; GLA-AL00 Build/HUAWEIGLA-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/92.0.4515.105 Mobile Safari/537.36 Weibo (HUAWEI-GLA-AL00__weibo__13.4.2__android__android12)","https://forxloveletters.com/pages/writeletters/","2023-04-21T07:23:30.284Z"
"/pages/writeletters/","True","LiuXuannn","Jaehan","You did the best you could today,and that is good enough.！🌞

","51.75.145.56","Mozilla/5.0 (Linux; Android 12; GLA-AL00 Build/HUAWEIGLA-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/92.0.4515.105 Mobile Safari/537.36 Weibo (HUAWEI-GLA-AL00__weibo__13.4.2__android__android12)","https://forxloveletters.com/pages/writeletters/?continueFlag=d58c5056d87f97743911beb4f50c1da4","2023-04-21T07:15:53.987Z"
"/pages/writeletters/","True","LiuXuannn","Jaehan","你站在光里，让光有了好看的形状✨

You standing in the light and give it a wonderful shape.❤","51.75.145.56","Mozilla/5.0 (Linux; Android 12; GLA-AL00 Build/HUAWEIGLA-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/92.0.4515.105 Mobile Safari/537.36 Weibo (HUAWEI-GLA-AL00__weibo__13.4.2__android__android12)","https://forxloveletters.com/pages/writeletters/?continueFlag=d58c5056d87f97743911beb4f50c1da4","2023-04-21T07:13:30.283Z"
"/pages/writeletters/","False","FOR X","全部","❤️❤️❤️❤️❤️love all of you！！！！","62.216.86.233","Mozilla/5.0 (Linux; U; Android 13; zh-CN; PENM00 Build/TP1A.220905.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/100.0.4896.58 Quark/6.2.9.251 Mobile Safari/537.36","https://forxloveletters.com/pages/writeletters/","2023-04-21T06:56:18.731Z"
